Geneid	wt_R1	wt_R2	mu_R1	mu_R2
FGRRES_00609	613	602	204	158
FGRRES_00610	1045	1109	565	516
FGRRES_11793	458	360	318	229
FGRRES_15759	54	36	39	23
FGRRES_00612	3594	3426	2932	2351
FGRRES_15076	3	3	10	3
FGRRES_00613	256	221	205	162
FGRRES_00614_M	4717	4674	3570	2886
FGRRES_00615	2333	2062	1150	1035
FGRRES_00616	471	470	521	429
FGRRES_15760_M	628	578	321	272
FGRRES_00618	392	399	333	394
FGRRES_00619	868	745	626	558
FGRRES_00620	1496	1353	1061	911
FGRRES_00621	165	142	123	97
FGRRES_00622	563	471	318	289
FGRRES_00623	467	460	287	277
FGRRES_00624	234	247	561	416
FGRRES_00625	124	130	78	64
FGRRES_00626	274	232	183	181
FGRRES_15077	0	5	1	3
FGRRES_00627	815	727	611	688
FGRRES_00628	106	87	120	145
FGRRES_00629	543	553	503	445
FGRRES_15761	158	161	154	120
FGRRES_00631	6682	7145	2971	2345
FGRRES_15762	3532	3090	3690	3397
FGRRES_00633	17672	13604	20393	15677
FGRRES_00634	5823	5788	2844	2341
FGRRES_00635	103	109	45	56
FGRRES_00636	156	185	107	96
FGRRES_00637	3968	4022	2476	2381
FGRRES_00638	408	380	299	298
FGRRES_00639	6880	7153	4812	4280
FGRRES_00640	87	100	48	35
FGRRES_00641	2067	2244	879	824
FGRRES_00642	1397	1683	1188	1231
FGRRES_00643	5576	5569	4372	3842
FGRRES_00644	2562	3006	1820	1840
FGRRES_00645_M	2187	1810	1047	822
FGRRES_00646	841	879	339	333
FGRRES_15763	2617	2429	1951	1577
FGRRES_00648	93	119	90	61
FGRRES_00649	947	1022	468	483
FGRRES_15078	0	0	0	0
FGRRES_15013	116	80	67	64
FGRRES_11796	148	117	89	82
FGRRES_15764	680	645	296	302
FGRRES_00652	231	195	190	154
FGRRES_00653	384	308	233	207
FGRRES_00654	2074	1894	1329	1125
FGRRES_11798_M	52	44	25	22
FGRRES_00655	356	414	143	160
FGRRES_00656	1524	1544	894	883
FGRRES_15765	863	718	379	312
FGRRES_20016	4	0	0	1
FGRRES_15766	1991	2034	1523	1281
FGRRES_00659	525	472	234	181
FGRRES_00660	4196	4538	4234	4223
FGRRES_00661	1443	1478	1132	1095
FGRRES_15767	5832	5361	5142	4590
FGRRES_11801_M	4	2	1	0
FGRRES_20017	9	11	10	9
FGRRES_00663	2868	2566	5971	5292
FGRRES_00664	576	520	300	257
FGRRES_00665	1484	1364	645	581
FGRRES_00666	2201	2260	2200	2123
FGRRES_00667	719	708	340	319
FGRRES_00668	1	0	0	1
FGRRES_11802	1	3	14	9
FGRRES_00669	1239	1089	686	616
FGRRES_00670	260	225	126	120
FGRRES_00671	4563	5187	2079	1870
FGRRES_00672	654	562	326	272
FGRRES_15768_M	173	173	447	470
FGRRES_00674	101	92	181	208
FGRRES_00675	434	348	284	229
FGRRES_11804	514	454	441	332
FGRRES_11803	675	591	587	418
FGRRES_00677	2227	2211	1097	1023
FGRRES_00678	584	516	272	201
FGRRES_11805	593	580	362	259
FGRRES_11806	201	214	239	211
FGRRES_00680	4086	4071	1134	1105
FGRRES_11807	1	0	0	0
FGRRES_00681	1146	893	827	642
FGRRES_00682	437	372	155	135
FGRRES_00683	245	223	94	88
FGRRES_00684	100	95	39	42
FGRRES_00685	38	52	30	27
FGRRES_00686	1575	1585	946	744
FGRRES_00687_M	6	2	11	12
FGRRES_15771	3161	3112	2264	2129
FGRRES_00688	2312	2328	1427	1306
FGRRES_00689	1379	1213	1050	917
FGRRES_00690	401	431	307	343
FGRRES_00691	207	168	287	267
FGRRES_00692	6	7	11	8
FGRRES_11809	3	3	6	2
FGRRES_15079	5	6	6	1
FGRRES_00693	205	239	114	115
FGRRES_00694	418	411	424	375
FGRRES_00695	2446	2547	601	516
FGRRES_00696	571	561	474	333
FGRRES_15772	937	746	558	406
FGRRES_11810	1069	1010	584	447
FGRRES_00698	914	898	538	486
FGRRES_15773	4378	3979	3641	3260
FGRRES_11812	1367	1397	709	652
FGRRES_00700	866	755	956	924
FGRRES_00701	1440	1348	315	300
FGRRES_15080	5	10	7	7
FGRRES_00702	464	409	353	381
FGRRES_20018	10	11	4	6
FGRRES_20019	0	0	0	0
FGRRES_15081	1	0	0	0
FGRRES_00703	984	915	350	299
FGRRES_00704	502	506	307	289
FGRRES_00705	300	278	114	118
FGRRES_00706	8355	8986	11220	10648
FGRRES_11813	1	2	0	0
FGRRES_15091	14	14	6	9
FGRRES_00707	1012	901	741	661
FGRRES_15774	1366	1245	817	635
FGRRES_00709	5139	5292	2254	2153
FGRRES_00710	1185	1131	1208	1021
FGRRES_15092	4	10	6	7
FGRRES_11814	613	626	305	239
FGRRES_11815	1322	1415	1269	1493
FGRRES_00712	267	208	658	750
FGRRES_00713	329	330	986	869
FGRRES_11816	9	1	14	16
FGRRES_00714	5541	5442	4685	5009
FGRRES_00715	721	632	607	444
FGRRES_00716	392	331	211	130
FGRRES_00717	1028	915	460	345
FGRRES_00718	257	220	126	115
FGRRES_00719	1615	1385	1099	907
FGRRES_11817	1	2	4	1
FGRRES_15093	1	3	2	0
FGRRES_00720	549	473	80	79
FGRRES_00721	371	362	339	316
FGRRES_00722	4146	4003	3191	3290
FGRRES_00723	459	383	268	222
FGRRES_00724	626	551	447	315
FGRRES_00725	220	200	100	71
FGRRES_00726	1450	1267	862	708
FGRRES_17604_M	1294	1202	1020	859
FGRRES_00728	2777	3070	1773	1665
FGRRES_11818	11	5	9	7
FGRRES_00729	1961	2018	974	809
FGRRES_00730	431	352	203	177
FGRRES_00731	1675	1681	999	986
FGRRES_00732	1251	1189	341	338
FGRRES_00733	10	1	6	3
FGRRES_00734	41	28	35	24
FGRRES_15775	99	66	46	46
FGRRES_00736	574	504	580	506
FGRRES_15094	4	3	7	8
FGRRES_11819	28	18	11	5
FGRRES_00737	2988	2916	1033	980
FGRRES_00738	1449	1364	1025	850
FGRRES_00739	194	164	177	183
FGRRES_00740	416	368	119	94
FGRRES_00741	1382	1337	1022	878
FGRRES_00742	71	64	32	32
FGRRES_00743	2216	2098	1636	1425
FGRRES_00744	1023	944	320	265
FGRRES_00745	501	389	257	199
FGRRES_00746	3528	3768	3125	3058
FGRRES_00747	797	805	445	354
FGRRES_00748	1433	1346	922	796
FGRRES_00749	206	200	100	95
FGRRES_00750	6878	5305	5189	3723
FGRRES_00751	242	219	120	87
FGRRES_00752	549	484	328	277
FGRRES_15776	1424	1396	1033	803
FGRRES_11820	1831	1915	1117	1087
FGRRES_15777	1116	950	887	707
FGRRES_11822	2900	2392	666	574
FGRRES_00756	1177	1081	809	763
FGRRES_00757	363	399	194	221
FGRRES_00758	277	274	150	124
FGRRES_11823	1	2	0	2
FGRRES_00759	153	178	68	77
FGRRES_00760	219	212	59	72
FGRRES_00761	553	509	202	152
FGRRES_15778_M	2	1	0	0
FGRRES_00762	301	308	169	136
FGRRES_00763	24	14	15	22
FGRRES_00764	29	18	33	15
FGRRES_00765	3177	3068	1949	1947
FGRRES_00766	5104	5215	1829	1720
FGRRES_00767	328	311	130	123
FGRRES_00768	1138	1066	349	307
FGRRES_00769	20800	23292	14701	14550
FGRRES_00770	39	19	49	25
FGRRES_00771	578	544	321	294
FGRRES_00772	143	107	186	126
FGRRES_00773	244	248	57	39
FGRRES_00774	331	285	125	86
FGRRES_15779	80	63	94	110
FGRRES_00776	903	1050	563	464
FGRRES_00777_M	10882	12443	6276	5408
FGRRES_00778	778	772	539	397
FGRRES_00779	13	10	17	18
FGRRES_00780	870	804	361	316
FGRRES_00781	1917	1841	1184	874
FGRRES_00782	102	80	57	53
FGRRES_00783	86	96	141	115
FGRRES_00784_M	52	40	27	33
FGRRES_00785	66	31	33	30
FGRRES_00786	2597	2515	1596	1452
FGRRES_15095	3	2	3	0
FGRRES_15096_M	6	3	2	3
FGRRES_00787	1917	1716	1447	1154
FGRRES_00788	52	60	44	29
FGRRES_00789	134	109	74	54
FGRRES_15780	18	28	10	10
FGRRES_11824	496	443	329	325
FGRRES_11825	5404	5330	4032	3809
FGRRES_15781	0	0	0	3
FGRRES_00792	1403	1341	443	452
FGRRES_00793	122	111	49	34
FGRRES_00794	486	434	261	193
FGRRES_15782	883	884	707	763
FGRRES_00796	262	217	340	274
FGRRES_00797	605	512	431	376
FGRRES_00798	3649	3660	2133	1626
FGRRES_00799	529	499	304	254
FGRRES_00800	1325	1290	826	704
FGRRES_00801	75	80	44	34
FGRRES_00802	4820	4811	2465	2147
FGRRES_15783	1685	1524	1143	983
FGRRES_00804	812	748	441	386
FGRRES_15784	415	424	197	167
FGRRES_00806	212	230	191	212
FGRRES_00807	1404	1453	859	769
FGRRES_00808	742	648	629	550
FGRRES_15785	723	687	662	558
FGRRES_00810	311	275	180	181
FGRRES_00811	4914	4493	8468	7829
FGRRES_00812	83	69	82	84
FGRRES_00813	470	417	515	507
FGRRES_00814	612	531	86	76
FGRRES_00815	310	298	220	219
FGRRES_11828	3221	3732	5128	5670
FGRRES_11829	649	525	320	214
FGRRES_15786	1	2	4	10
FGRRES_00817	2857	3271	6344	6506
FGRRES_00818	4157	4155	2639	2562
FGRRES_00819	1456	1378	1163	963
FGRRES_00820	1435	1280	823	713
FGRRES_00821	152	140	105	77
FGRRES_11830	66	48	99	73
FGRRES_15084	11	6	10	18
FGRRES_00822	660	647	380	274
FGRRES_00823	369	316	173	130
FGRRES_00824	747	697	518	497
FGRRES_00825	173	135	78	59
FGRRES_00826	91	109	46	33
FGRRES_15787	1804	1933	1746	1407
FGRRES_00828	171	185	182	151
FGRRES_00829	460	397	1240	1023
FGRRES_15788	1462	1520	2625	2539
FGRRES_15085	49	37	70	55
FGRRES_00831	7009	7445	5512	5108
FGRRES_00832	117	157	70	57
FGRRES_00833	2084	1996	2017	1681
FGRRES_00834	179	173	103	80
FGRRES_15789	323	271	123	115
FGRRES_00836	792	656	872	769
FGRRES_00837	242	202	121	91
FGRRES_00838	131561	141114	152594	144930
FGRRES_11835	633	580	975	942
FGRRES_15790	124	139	132	141
FGRRES_11837	6	12	3	4
FGRRES_00840	487	453	871	797
FGRRES_00841	2125	2141	1795	1718
FGRRES_00842	482	471	303	304
FGRRES_11838_M	0	0	0	0
FGRRES_00843	991	859	437	358
FGRRES_00844	415	361	219	209
FGRRES_00845	4238	4974	2109	1863
FGRRES_11839	286	301	141	125
FGRRES_00846	1873	1726	1938	1849
FGRRES_11840	1917	1593	3720	3148
FGRRES_00847	3235	2799	5731	4926
FGRRES_00848	337	294	231	156
FGRRES_00849	3828	3384	1909	1716
FGRRES_11841	3	2	6	1
FGRRES_00850_M	160	148	138	134
FGRRES_00851	108	93	59	51
FGRRES_00852	1885	1681	1400	1126
FGRRES_00853	815	908	471	408
FGRRES_11842	252	245	181	173
FGRRES_11843	419	349	181	145
FGRRES_00855	1219	1149	683	583
FGRRES_00856	1698	1242	574	534
FGRRES_00857	6751	8421	8533	8898
FGRRES_11844_M	5	6	6	9
FGRRES_20020	8	11	12	7
FGRRES_00858	2663	2379	2505	2527
FGRRES_11845	348	275	355	271
FGRRES_00859	220	214	140	130
FGRRES_11846	121	76	44	48
FGRRES_00860	1004	897	4631	4139
FGRRES_00861	6827	7107	1581	1480
FGRRES_00862_M	323	306	102	93
FGRRES_00863	3633	4462	2893	2967
FGRRES_00864	592	500	362	285
FGRRES_00865	591	572	233	205
FGRRES_00866	1240	1242	834	760
FGRRES_00867	0	0	0	0
FGRRES_00868	347	246	168	114
FGRRES_00869	2030	1968	764	679
FGRRES_00870	364	343	214	168
FGRRES_00871	932	1057	577	513
FGRRES_00872	2733	3120	979	907
FGRRES_15791	136	134	104	90
FGRRES_00874	652	711	327	261
FGRRES_00875	1159	1211	761	657
FGRRES_00876	453	398	414	334
FGRRES_00877	1147	1181	400	392
FGRRES_00878	174	194	297	270
FGRRES_15792	16	3	1	4
FGRRES_00880	84	75	20	21
FGRRES_11847	68	79	25	28
FGRRES_11848	1453	1177	1010	945
FGRRES_00882	382	289	243	188
FGRRES_00883	2320	2144	2746	2497
FGRRES_15086	58	88	145	83
FGRRES_11849	6	1	1	11
FGRRES_00884	316	282	440	378
FGRRES_00885	1089	1244	1206	1179
FGRRES_15793	22	17	37	61
FGRRES_11850	87	85	66	71
FGRRES_15794	26	18	9	10
FGRRES_17605	3647	3520	477	385
FGRRES_00886	1678	1359	1137	1021
FGRRES_20021	53	50	103	107
FGRRES_15087_M	9	10	22	17
FGRRES_15088	4	2	10	9
FGRRES_15089	323	294	451	422
FGRRES_00887	5552	5374	8004	7552
FGRRES_11853	581	570	897	820
FGRRES_11854	384	330	99	91
FGRRES_00889	1022	942	1295	1225
FGRRES_00890	158	155	98	95
FGRRES_15090	2	3	2	6
FGRRES_00891	67	57	50	48
FGRRES_11855	812	733	433	409
FGRRES_00892	1479	1646	323	347
FGRRES_00893	240	216	462	459
FGRRES_00894_M	3484	3103	2240	1647
FGRRES_00895	8	16	1	2
FGRRES_00896	125	98	68	38
FGRRES_00897	159	151	126	124
FGRRES_00898	2240	2213	1711	1429
FGRRES_15795	1921	1730	1036	748
FGRRES_00900	5768	5877	5590	5002
FGRRES_00901	153	126	102	86
FGRRES_11856	1016	940	817	607
FGRRES_00902	1373	1307	682	621
FGRRES_00903	451	423	234	183
FGRRES_00904	510	576	346	266
FGRRES_00905	780	682	469	354
FGRRES_00906	3737	3586	2465	2196
FGRRES_00907	770	669	1624	1380
FGRRES_00908	3004	2330	1666	1426
FGRRES_15796	1796	1599	1233	1003
FGRRES_15098	0	2	2	1
FGRRES_00910	1140	1188	749	656
FGRRES_00911	758	607	708	587
FGRRES_00912	1222	1046	683	649
FGRRES_00913	319	252	97	64
FGRRES_00914	417	335	482	501
FGRRES_00915	886	809	914	634
FGRRES_00916	5495	5144	4273	4210
FGRRES_00917	9858	7441	3823	2593
FGRRES_15797	167	127	87	94
FGRRES_11857	0	0	0	0
FGRRES_00919	2	1	2	0
FGRRES_15099	9	7	7	5
FGRRES_11858	111	101	133	135
FGRRES_00920	26	18	10	6
FGRRES_00921	26291	28889	9426	8954
FGRRES_11859_M	58	31	26	33
FGRRES_11860	4	3	12	7
FGRRES_15798	1956	2088	3328	3109
FGRRES_00923	333	276	331	333
FGRRES_15799	2211	2110	3173	2979
FGRRES_00924	707	583	340	304
FGRRES_15101	0	0	2	0
FGRRES_00925	865	845	528	563
FGRRES_00926	757	879	633	649
FGRRES_00927	134	108	307	246
FGRRES_00928	262	224	375	411
FGRRES_15800	859	818	547	489
FGRRES_15102	1	0	0	0
FGRRES_00930	484	441	182	167
FGRRES_15801	77	83	34	18
FGRRES_00932	2449	2251	1815	1327
FGRRES_15802	100	105	58	50
FGRRES_15103	5	1	6	0
FGRRES_00934	1403	1265	1130	965
FGRRES_00935	1458	1538	1355	1325
FGRRES_00936	559	473	1030	1069
FGRRES_00937	5	1	1	2
FGRRES_15803	363	319	423	346
FGRRES_00939	2035	1712	1444	1085
FGRRES_00940	86	97	29	26
FGRRES_15104	4	2	0	3
FGRRES_00941	1002	849	388	431
FGRRES_11863	18	10	14	13
FGRRES_00942	23	29	28	39
FGRRES_00943	3	2	3	2
FGRRES_00944	119	100	79	65
FGRRES_15804	43	48	30	25
FGRRES_00945	210	194	64	70
FGRRES_00946	1408	1198	868	711
FGRRES_00947	1792	1767	1340	1161
FGRRES_15805	103	89	44	34
FGRRES_00949	908	799	599	452
FGRRES_00950_M	1122	1034	794	753
FGRRES_15109	24	28	30	10
FGRRES_00951	263	274	191	205
FGRRES_00952	195	137	137	163
FGRRES_11864	517	465	556	469
FGRRES_11865	428	413	288	219
FGRRES_00955	1025	1088	528	452
FGRRES_00956	460	401	291	265
FGRRES_00957	396	404	179	143
FGRRES_15806	386	352	254	188
FGRRES_00959	1600	1602	794	655
FGRRES_00960	199	158	98	102
FGRRES_00961	596	551	177	166
FGRRES_15014	708	697	619	567
FGRRES_15807	5285	3826	1374	1209
FGRRES_00964	239	218	97	90
FGRRES_00965	61	57	21	18
FGRRES_00966	281	221	102	87
FGRRES_00967	2382	2166	607	598
FGRRES_00968	396	331	384	280
FGRRES_00969	1674	2144	1060	1037
FGRRES_00970	586	540	360	278
FGRRES_00971	358	336	201	185
FGRRES_00972	208	138	147	137
FGRRES_00973	129	137	31	21
FGRRES_11867	1	0	4	0
FGRRES_00974	2101	2245	802	809
FGRRES_00975	298	273	284	243
FGRRES_15808	367	281	207	148
FGRRES_00977	312	269	187	195
FGRRES_11868	42	37	62	63
FGRRES_15809	205	155	285	272
FGRRES_11870	100	100	140	111
FGRRES_11871	5	2	5	3
FGRRES_00979	3604	4044	3360	3177
FGRRES_00980_M	9	14	15	9
FGRRES_15810	327	220	385	307
FGRRES_00982	552	490	357	292
FGRRES_00983	388	380	203	205
FGRRES_00984	216	227	102	105
FGRRES_15811	1037	1032	1033	891
FGRRES_00986	3400	3162	4729	3957
FGRRES_00987	1575	1465	2993	2836
FGRRES_11874	45	24	83	62
FGRRES_11875	50	41	64	60
FGRRES_00989	12	9	5	6
FGRRES_00990	49	52	14	14
FGRRES_15812	1298	1159	1188	1122
FGRRES_00992	4638	4448	6216	5485
FGRRES_00993	423	412	390	331
FGRRES_00994	1103	932	736	675
FGRRES_00995	748	725	868	811
FGRRES_00996	1163	1369	933	962
FGRRES_00997	540	535	292	217
FGRRES_00998	519	517	157	157
FGRRES_11878_M	8267	10641	1787	1539
FGRRES_00999	1533	1590	1375	1148
FGRRES_01000	1099	1193	697	656
FGRRES_11879	174	125	115	83
FGRRES_11880	300	256	154	123
FGRRES_01002	621	569	356	271
FGRRES_01003	2003	1990	4942	4951
FGRRES_15813	1532	1352	1262	931
FGRRES_11881	11	13	70	60
FGRRES_15110	3	3	1	2
FGRRES_01005	78	83	53	40
FGRRES_01006	731	703	1724	1863
FGRRES_01007	274	211	149	113
FGRRES_01008	4853	5448	1615	1341
FGRRES_15814	869	1006	586	507
FGRRES_01010	279	206	162	143
FGRRES_01011	125	118	128	95
FGRRES_20022	2	3	1	4
FGRRES_01012	224	188	154	142
FGRRES_01013	909	889	486	420
FGRRES_15111	1	6	0	5
FGRRES_01014	7149	6990	5099	4840
FGRRES_01015	2912	2831	8822	8364
FGRRES_01016	5595	6400	3018	2778
FGRRES_01017	1713	1767	992	880
FGRRES_01018	579	504	420	419
FGRRES_11884	234	206	373	343
FGRRES_01019	349	382	371	303
FGRRES_01020	927	805	781	672
FGRRES_01021_M	4671	4351	2213	1752
FGRRES_01022	867	795	818	693
FGRRES_15112	0	1	3	1
FGRRES_01023	493	378	359	281
FGRRES_01024	1324	1251	740	622
FGRRES_01025	212	214	146	113
FGRRES_01026	1609	1571	1106	967
FGRRES_01027	499	486	137	131
FGRRES_01028	829	831	651	539
FGRRES_15815	1637	1552	949	759
FGRRES_01030	578	471	404	374
FGRRES_01031	857	983	2442	2488
FGRRES_01032	359	370	126	139
FGRRES_01033	1338	1148	847	656
FGRRES_01034	18	13	28	21
FGRRES_01035	303	285	232	165
FGRRES_01036	296	236	82	73
FGRRES_01037	143	139	79	77
FGRRES_01038_M	571	427	313	268
FGRRES_01039	1196	1070	1251	1088
FGRRES_01040	472	456	403	397
FGRRES_15816	745	669	554	508
FGRRES_15817	118	80	52	42
FGRRES_15818	2016	1737	1306	1124
FGRRES_15819	414	394	184	165
FGRRES_01044	745	684	505	370
FGRRES_20023	1	0	0	0
FGRRES_01045_M	372	308	227	221
FGRRES_01046	477	502	265	170
FGRRES_15113	10	15	16	13
FGRRES_11887	3	5	8	5
FGRRES_01047	2679	2449	2184	1805
FGRRES_15820	208	204	230	200
FGRRES_01049	6322	4650	9507	6481
FGRRES_01050	588	545	268	215
FGRRES_01051	586	609	295	277
FGRRES_01052	2503	2014	1248	1057
FGRRES_01053	556	527	416	307
FGRRES_01054	217	182	101	82
FGRRES_01055	1470	1454	1099	1030
FGRRES_01056	1309	1200	1269	1090
FGRRES_01057	914	907	955	951
FGRRES_01058	13212	11770	11071	9223
FGRRES_01059	7245	8092	1858	1481
FGRRES_01060	33	13	15	9
FGRRES_01061_M	30	25	21	17
FGRRES_01062	179	141	98	68
FGRRES_01063	232	217	118	89
FGRRES_01064	1444	1335	1185	1182
FGRRES_01065	580	526	386	305
FGRRES_01066	606	491	320	272
FGRRES_01067	155	138	73	56
FGRRES_11888	2856	2015	3853	3036
FGRRES_01068	1924	1870	3534	3384
FGRRES_01069	360	361	594	524
FGRRES_01070_M	2384	2607	1960	1932
FGRRES_11889	7	1	1	6
FGRRES_11890	1482	1413	1387	1402
FGRRES_11891	1397	1387	2172	1913
FGRRES_01072	9	5	8	3
FGRRES_15821	348	336	153	114
FGRRES_15822	397	364	381	275
FGRRES_15823	526	364	499	453
FGRRES_20024	235	215	453	379
FGRRES_01076	21	36	17	37
FGRRES_01077_M	2864	2405	4900	4588
FGRRES_01078	226	171	354	317
FGRRES_15824_M	11713	12809	5799	5606
FGRRES_01081	4880	4671	2242	1929
FGRRES_15825	968	1100	364	398
FGRRES_01083	3055	3112	3657	3150
FGRRES_01084	296	275	227	208
FGRRES_01085	1085	1210	899	915
FGRRES_01086	2255	2062	1410	1402
FGRRES_11895	322	223	574	553
FGRRES_01087	180	155	424	476
FGRRES_01088	3411	3347	3764	3708
FGRRES_01089	29	28	23	20
FGRRES_15114	13	7	20	15
FGRRES_11896	350	299	256	188
FGRRES_11897	1981	2221	3406	3394
FGRRES_20025	7	5	1	2
FGRRES_01091	341	305	248	184
FGRRES_01092	888	874	626	509
FGRRES_15827	543	510	512	577
FGRRES_01094	492	469	259	238
FGRRES_01095	1682	1569	1204	1021
FGRRES_01096	309	335	210	158
FGRRES_01097	410	336	207	178
FGRRES_01098	1106	1040	1007	769
FGRRES_15115	0	4	4	1
FGRRES_01099	7578	7366	3955	3754
FGRRES_01100	2783	2680	1964	1529
FGRRES_01101	437	310	127	94
FGRRES_01102	603	630	214	247
FGRRES_01103	1005	867	892	736
FGRRES_01104	801	795	451	434
FGRRES_11900	1784	1481	951	758
FGRRES_01105	635	660	198	178
FGRRES_01106	3114	3212	3634	3367
FGRRES_01107	2227	1891	5414	4864
FGRRES_01108	561	469	242	224
FGRRES_01109	424	425	181	194
FGRRES_11901	0	1	2	2
FGRRES_11902	590	633	361	347
FGRRES_01111	4015	4691	1833	1651
FGRRES_01112	817	884	416	348
FGRRES_15828	896	766	846	690
FGRRES_11905_M	33	39	35	30
FGRRES_01114	13	16	12	12
FGRRES_01115	241	181	360	347
FGRRES_01116	1244	1054	784	666
FGRRES_01117	2259	2220	1738	1483
FGRRES_01118	865	850	652	585
FGRRES_01119	1986	2057	1840	1548
FGRRES_01120	319	397	297	299
FGRRES_01121	534	486	269	218
FGRRES_01122	313	272	173	150
FGRRES_01123	1589	1486	1182	983
FGRRES_01124_M	226	171	175	133
FGRRES_01125	394	372	190	146
FGRRES_01126	1051	1136	1247	1162
FGRRES_01127_M	3071	2994	3592	3443
FGRRES_01128	1249	1319	249	220
FGRRES_01129	495	457	299	274
FGRRES_01130	348	362	98	95
FGRRES_01131	522	470	277	211
FGRRES_01132	299	214	158	122
FGRRES_01133	2801	2936	2092	1805
FGRRES_01134	2813	2830	798	677
FGRRES_01135	1531	1608	591	539
FGRRES_01136	299	369	138	97
FGRRES_01137	802	806	571	510
FGRRES_01138	574	465	432	337
FGRRES_01139	384	368	324	326
FGRRES_01140	68	49	74	83
FGRRES_01141	1149	1294	5411	5790
FGRRES_01142	3038	3057	2280	2055
FGRRES_11906	2	2	3	2
FGRRES_01143	27	27	24	35
FGRRES_01144	5512	5253	2735	2459
FGRRES_01145_M	101	94	75	80
FGRRES_01146	524	467	433	327
FGRRES_15829	148	130	75	87
FGRRES_01148	34	29	21	17
FGRRES_20026	13	9	21	9
FGRRES_01149	197	190	325	263
FGRRES_01150	404	348	133	129
FGRRES_15116_M	0	0	0	0
FGRRES_01151	449	493	416	436
FGRRES_01152	4178	3888	2995	2551
FGRRES_01153	1409	1437	3133	3098
FGRRES_01154	4862	4979	2410	2262
FGRRES_01155	909	895	784	690
FGRRES_01156_M	838	651	341	281
FGRRES_01157	466	446	329	328
FGRRES_01158	16526	15077	47418	38991
FGRRES_01159	516	477	703	618
FGRRES_20027	8	13	10	13
FGRRES_01160	1103	1054	553	482
FGRRES_01161	898	901	558	528
FGRRES_01162	597	524	206	186
FGRRES_11907_M	2	3	13	12
FGRRES_01163	2764	2957	3466	3320
FGRRES_01164	911	890	460	452
FGRRES_01165_M	2420	2223	1951	1704
FGRRES_01166	4072	3852	16781	16686
FGRRES_01167	1361	1324	1051	788
FGRRES_15830	46	52	36	39
FGRRES_01169	431	419	243	197
FGRRES_15117	1	1	3	5
FGRRES_01170	963	1030	652	592
FGRRES_11908	12	1	27	30
FGRRES_11909	1016	959	805	619
FGRRES_01171	106	135	367	426
FGRRES_01172	923	930	317	294
FGRRES_15831	1038	986	492	400
FGRRES_01174	1480	1354	643	570
FGRRES_01175_M	832	851	183	168
FGRRES_01176	1048	1030	1160	1181
FGRRES_11910	2	1	19	22
FGRRES_01177	2756	3392	3282	3832
FGRRES_15832	565	551	319	271
FGRRES_01179	6241	5566	3814	2956
FGRRES_15833	10	15	18	11
FGRRES_01181	160	157	92	84
FGRRES_01182	507	483	340	299
FGRRES_01183	3879	3953	2552	2372
FGRRES_01184	937	1036	427	323
FGRRES_01185	1497	1564	465	397
FGRRES_01186	27	36	28	11
FGRRES_01187	476	450	272	239
FGRRES_01188	1222	1286	637	586
FGRRES_01189	1282	1510	591	626
FGRRES_01190	81	91	46	50
FGRRES_01191	2520	2920	2420	2767
FGRRES_11911	13	9	10	5
FGRRES_01192	29	12	8	9
FGRRES_01193	2793	2476	1632	1371
FGRRES_01194	1749	1385	1300	964
FGRRES_01195_M	1366	1379	1487	1285
FGRRES_01196	4639	4097	3971	3670
FGRRES_01197	586	559	431	410
FGRRES_01198	1563	1274	894	732
FGRRES_01199	7603	9306	2227	2468
FGRRES_01200	1611	1588	1104	895
FGRRES_01201	874	891	488	390
FGRRES_01202	667	575	620	570
FGRRES_01203	930	957	584	551
FGRRES_01204	600	610	290	321
FGRRES_15834_M	1510	1519	1544	1456
FGRRES_01205	154	149	114	98
FGRRES_01206	423	391	265	283
FGRRES_01207_M	1648	1529	1174	1004
FGRRES_01208	314	278	175	143
FGRRES_01209	162	149	100	97
FGRRES_01210	1290	1217	859	690
FGRRES_01211	2851	2769	1542	1375
FGRRES_01212	234	227	117	91
FGRRES_01213	953	830	1305	1335
FGRRES_01214	2045	1854	3981	3900
FGRRES_01215	1136	1165	1188	931
FGRRES_01216	1076	950	661	651
FGRRES_20028	0	0	0	0
FGRRES_01217	3596	3996	1427	1258
FGRRES_01218	353	368	107	68
FGRRES_20029	49	38	54	42
FGRRES_01219	1185	1055	1118	1019
FGRRES_01220	1055	874	543	513
FGRRES_01221	249	270	93	95
FGRRES_20030	111	87	61	48
FGRRES_01222	848	711	540	426
FGRRES_01223_M	24	15	11	22
FGRRES_01224	475	432	288	215
FGRRES_01225	401	360	347	332
FGRRES_11913	1666	1609	1314	1107
FGRRES_01226	596	595	375	285
FGRRES_15118	29	26	28	18
FGRRES_01227	483	448	254	226
FGRRES_20031	4	1	3	2
FGRRES_01228	2261	2302	1241	1203
FGRRES_01229	545	485	289	276
FGRRES_01230	2817	2808	2828	2510
FGRRES_20032	3	3	5	0
FGRRES_01231	2307	1917	1415	1104
FGRRES_01232	212	176	134	108
FGRRES_01233	2700	2488	1910	1630
FGRRES_01234	3814	3454	3105	2637
FGRRES_01235	207	192	157	161
FGRRES_01236	1176	1114	977	911
FGRRES_01237	3335	3097	2997	2594
FGRRES_01238	3357	3412	1462	1166
FGRRES_01239	245	250	629	589
FGRRES_01240	1232	1147	1263	1230
FGRRES_01241_M	10665	10732	6154	5436
